alert_id,asset_id,date,event_time
O9zC9Tx6eJv,EUYcwxx,2019-06-11T00:00:00.000+03:00,04:30:34
KdVKuoubHtU,yjQqkg3,2019-06-11T00:00:00.000+03:00,12:26:19
VRYMEmmYp50,6aMVSiH,2019-06-10T00:00:00.000+03:00,00:33:47
VRYMEmmYp50,H8vYSwJ,2019-06-10T00:00:00.000+03:00,00:33:47
VRYMEmmYp50,Odgrajz,2019-06-10T00:00:00.000+03:00,00:33:47
VRYMEmmYp50,3Z2st9i,2019-06-10T00:00:00.000+03:00,00:33:47
VRYMEmmYp50,cSgmgGz,2019-06-10T00:00:00.000+03:00,00:33:47
bMyqknj909n,GzHy9zj,2019-06-17T00:00:00.000+03:00,03:28:46
bMyqknj909n,SRu8R6I,2019-06-17T00:00:00.000+03:00,03:28:46
GoRkTU71sLp,NLrlDUs,2019-06-16T00:00:00.000+03:00,05:27:08
kdlifFZxjtH,HfhDSou,2019-06-17T00:00:00.000+03:00,06:46:07
kdlifFZxjtH,3m5XBp7,2019-06-17T00:00:00.000+03:00,06:46:07
kdlifFZxjtH,0Zijpi0,2019-06-17T00:00:00.000+03:00,06:46:07
kdlifFZxjtH,8zzELaZ,2019-06-17T00:00:00.000+03:00,06:46:07
kdlifFZxjtH,CLzRINT,2019-06-17T00:00:00.000+03:00,06:46:07
oIpXWTYPGOs,SYrMu2U,2019-06-12T00:00:00.000+03:00,20:48:29
vliWc3PkkOJ,7TvorkL,2019-06-10T00:00:00.000+03:00,11:29:28
vliWc3PkkOJ,ZyH7FG3,2019-06-10T00:00:00.000+03:00,11:29:28
vliWc3PkkOJ,6wnJoOT,2019-06-10T00:00:00.000+03:00,11:29:28
8x9rwGukOmB,qRSHlOc,2019-06-10T00:00:00.000+03:00,16:53:04
8x9rwGukOmB,6UvfMaY,2019-06-10T00:00:00.000+03:00,16:53:04
8x9rwGukOmB,C0tL71u,2019-06-10T00:00:00.000+03:00,16:53:04
CvBff6D4n0P,3OGw8ch,2019-06-14T00:00:00.000+03:00,01:01:19
CvBff6D4n0P,16CiSEZ,2019-06-14T00:00:00.000+03:00,01:01:19
CvBff6D4n0P,z4VxqY4,2019-06-14T00:00:00.000+03:00,01:01:19
HttiH0rqiG4,fTv53fh,2019-06-12T00:00:00.000+03:00,01:48:41
HttiH0rqiG4,8IE81IA,2019-06-12T00:00:00.000+03:00,01:48:41
bMyqknj909n,nsgzipC,2019-06-16T00:00:00.000+03:00,22:31:06
bMyqknj909n,vwEmo0O,2019-06-16T00:00:00.000+03:00,22:31:06
gF33midLYxb,Utw3Y4w,2019-06-13T00:00:00.000+03:00,14:22:15
u6GnQ51znX6,uRbgHkc,2019-06-10T00:00:00.000+03:00,09:49:26
2VsSDcyzFF7,g5g3apQ,2019-06-15T00:00:00.000+03:00,12:41:29
2VsSDcyzFF7,OocEUyO,2019-06-15T00:00:00.000+03:00,12:41:29
2VsSDcyzFF7,TH3DaWh,2019-06-15T00:00:00.000+03:00,12:41:29
X7cYrWsMibY,inIDQrn,2019-06-10T00:00:00.000+03:00,09:51:22
X7cYrWsMibY,dDjvSmj,2019-06-10T00:00:00.000+03:00,09:51:22
X7cYrWsMibY,JxKIFjf,2019-06-14T00:00:00.000+03:00,03:10:41
X7cYrWsMibY,0UA4eHG,2019-06-14T00:00:00.000+03:00,03:10:41
1LUtll0EWsV,AOrjfO6,2019-06-15T00:00:00.000+03:00,02:19:52
1LUtll0EWsV,9jpbH0a,2019-06-15T00:00:00.000+03:00,02:19:52
1LUtll0EWsV,n11iSip,2019-06-15T00:00:00.000+03:00,02:19:52
2Jof51BvzqX,A19HY8V,2019-06-14T00:00:00.000+03:00,02:13:11
2Jof51BvzqX,Op12INh,2019-06-14T00:00:00.000+03:00,02:13:11
2Jof51BvzqX,6RKu9xQ,2019-06-14T00:00:00.000+03:00,02:13:11
2Jof51BvzqX,9utUre4,2019-06-14T00:00:00.000+03:00,02:13:11
ChPjT8d8BRX,ojRSVhW,2019-06-17T00:00:00.000+03:00,21:53:47
ChPjT8d8BRX,IUMth1x,2019-06-17T00:00:00.000+03:00,21:53:47
ChPjT8d8BRX,7FHXNyB,2019-06-17T00:00:00.000+03:00,21:53:47
ThuJ4nOJR5O,ukWlTz8,2019-06-13T00:00:00.000+03:00,01:30:12
ThuJ4nOJR5O,kZiDq3w,2019-06-13T00:00:00.000+03:00,01:30:12
ThuJ4nOJR5O,o4V92Yx,2019-06-13T00:00:00.000+03:00,01:30:12
ThuJ4nOJR5O,Bd9aS3w,2019-06-13T00:00:00.000+03:00,01:30:12
cv1iTBJeHKF,aYOPtw9,2019-06-17T00:00:00.000+03:00,01:49:54
cv1iTBJeHKF,pZt7NDR,2019-06-17T00:00:00.000+03:00,01:49:54
cv1iTBJeHKF,uBff08U,2019-06-17T00:00:00.000+03:00,01:49:54
cv1iTBJeHKF,t7ezFu6,2019-06-17T00:00:00.000+03:00,01:49:54
qpzO9bDEXYB,OzM0xS5,2019-06-14T00:00:00.000+03:00,03:05:15
qpzO9bDEXYB,IHZOpPm,2019-06-14T00:00:00.000+03:00,03:05:15
vEfvf9YFExi,HV0H2FK,2019-06-10T00:00:00.000+03:00,05:00:51
vEfvf9YFExi,ps2hf0c,2019-06-10T00:00:00.000+03:00,05:00:51
vEfvf9YFExi,iUFQuHM,2019-06-10T00:00:00.000+03:00,05:00:51
vEfvf9YFExi,LJcM2cU,2019-06-10T00:00:00.000+03:00,05:00:51
zkqGJIveVuo,JjUNybi,2019-06-17T00:00:00.000+03:00,22:25:15
zkqGJIveVuo,AO520BY,2019-06-17T00:00:00.000+03:00,22:25:15
zkqGJIveVuo,DaZgGBt,2019-06-17T00:00:00.000+03:00,22:25:15
zkqGJIveVuo,0GWGdnb,2019-06-17T00:00:00.000+03:00,22:25:15
VRYMEmmYp50,xobCzZn,2019-06-15T00:00:00.000+03:00,12:38:15
VRYMEmmYp50,syXIJJ3,2019-06-15T00:00:00.000+03:00,12:38:15
VRYMEmmYp50,vWMW8hp,2019-06-15T00:00:00.000+03:00,12:38:15
VRYMEmmYp50,1mdN9I9,2019-06-15T00:00:00.000+03:00,12:38:15
biXRQ1DEME2,yZMpghz,2019-06-13T00:00:00.000+03:00,04:39:11
biXRQ1DEME2,WQ9SLY7,2019-06-13T00:00:00.000+03:00,04:39:11
sHqLZ3ygoVI,1XxeFLJ,2019-06-15T00:00:00.000+03:00,13:39:08
sHqLZ3ygoVI,neiv6ey,2019-06-15T00:00:00.000+03:00,13:39:08
sHqLZ3ygoVI,laIPcPA,2019-06-15T00:00:00.000+03:00,13:39:08
sHqLZ3ygoVI,AdAtd5M,2019-06-15T00:00:00.000+03:00,13:39:08
vUJgHPBBwjb,nR34XD4,2019-06-11T00:00:00.000+03:00,11:06:57
vUJgHPBBwjb,wLR2Zuu,2019-06-11T00:00:00.000+03:00,11:06:57
vUJgHPBBwjb,UYp1AC5,2019-06-11T00:00:00.000+03:00,11:06:57
vUJgHPBBwjb,fH10gJ6,2019-06-11T00:00:00.000+03:00,11:06:57
vUJgHPBBwjb,eXErCuy,2019-06-11T00:00:00.000+03:00,11:06:57
X9x5OMaVagy,MhVlqjr,2019-06-15T00:00:00.000+03:00,12:20:16
X9x5OMaVagy,WgYxNcg,2019-06-15T00:00:00.000+03:00,12:20:16
vEfvf9YFExi,V9yaDFN,2019-06-12T00:00:00.000+03:00,14:51:20
vEfvf9YFExi,HuBHCjr,2019-06-12T00:00:00.000+03:00,14:51:20
vEfvf9YFExi,BPtuVFY,2019-06-12T00:00:00.000+03:00,14:51:20
vEfvf9YFExi,3gP9Dtb,2019-06-12T00:00:00.000+03:00,14:51:20
FYFObaGlK4Q,7QDu5JZ,2019-06-15T00:00:00.000+03:00,02:53:15
Za6H30LVAdt,wgHhliO,2019-06-14T00:00:00.000+03:00,04:26:43
Za6H30LVAdt,O8BrzJx,2019-06-14T00:00:00.000+03:00,04:26:43
kdg3hBfiwCk,uSPp1pn,2019-06-15T00:00:00.000+03:00,01:41:38
kdg3hBfiwCk,4Ao89Ux,2019-06-15T00:00:00.000+03:00,01:41:38
kdg3hBfiwCk,oQ7tnup,2019-06-15T00:00:00.000+03:00,01:41:38
kdg3hBfiwCk,IcIvMr7,2019-06-15T00:00:00.000+03:00,01:41:38
1AlMxb4jeZ8,9B543MA,2019-06-17T00:00:00.000+03:00,00:50:41
1AlMxb4jeZ8,RJh5qma,2019-06-17T00:00:00.000+03:00,00:50:41
1AlMxb4jeZ8,AT0MCbB,2019-06-17T00:00:00.000+03:00,00:50:41
1AlMxb4jeZ8,QVnHm1B,2019-06-17T00:00:00.000+03:00,00:50:41
1AlMxb4jeZ8,kI8K1yI,2019-06-17T00:00:00.000+03:00,00:50:41
lxQRbsBwMR0,IOAlA47,2019-06-17T00:00:00.000+03:00,01:29:21
lxQRbsBwMR0,3UCksZC,2019-06-17T00:00:00.000+03:00,01:29:21
lxQRbsBwMR0,B9r9MPv,2019-06-17T00:00:00.000+03:00,01:29:21
lxQRbsBwMR0,OpxI4d6,2019-06-17T00:00:00.000+03:00,01:29:21
YzfYeIz55BB,0oxwmka,2019-06-14T00:00:00.000+03:00,01:53:57
YzfYeIz55BB,p8Jsnzw,2019-06-14T00:00:00.000+03:00,01:53:57
Za6H30LVAdt,lzp3Tmv,2019-06-11T00:00:00.000+03:00,20:19:00
Za6H30LVAdt,H9O9gZf,2019-06-11T00:00:00.000+03:00,20:19:00
Za6H30LVAdt,v7Zrqdh,2019-06-11T00:00:00.000+03:00,20:19:00
vUJgHPBBwjb,r5hLsqf,2019-06-13T00:00:00.000+03:00,15:30:16
vUJgHPBBwjb,AQpqrcb,2019-06-13T00:00:00.000+03:00,15:30:16
vUJgHPBBwjb,tjzPhUZ,2019-06-13T00:00:00.000+03:00,15:30:16
AH8to3Rxfka,fANglO0,2019-06-16T00:00:00.000+03:00,20:45:56
AH8to3Rxfka,MuWVEAu,2019-06-16T00:00:00.000+03:00,20:45:56
AH8to3Rxfka,AEsoFEL,2019-06-16T00:00:00.000+03:00,20:45:56
AH8to3Rxfka,inxY0ry,2019-06-16T00:00:00.000+03:00,20:45:56
KFto5Cml9aH,s3PuJ4a,2019-06-14T00:00:00.000+03:00,00:39:25
KFto5Cml9aH,vzGOkA7,2019-06-14T00:00:00.000+03:00,00:39:25
KFto5Cml9aH,LbuQnqI,2019-06-14T00:00:00.000+03:00,00:39:25
KFto5Cml9aH,dkp47Y5,2019-06-14T00:00:00.000+03:00,00:39:25
h4MLSFigPQ4,KhL2YrH,2019-06-15T00:00:00.000+03:00,21:08:23
h4MLSFigPQ4,Vkh39Dg,2019-06-15T00:00:00.000+03:00,21:08:23
vUJgHPBBwjb,PH37mIy,2019-06-16T00:00:00.000+03:00,05:32:51
vUJgHPBBwjb,qZYXzS6,2019-06-16T00:00:00.000+03:00,05:32:51
vUJgHPBBwjb,0T6sEbf,2019-06-16T00:00:00.000+03:00,05:32:51
D4C04PosYg6,lF3I1XB,2019-06-14T00:00:00.000+03:00,03:32:38
D4C04PosYg6,sdGwP5x,2019-06-14T00:00:00.000+03:00,03:32:38
D4C04PosYg6,eiKVrh5,2019-06-14T00:00:00.000+03:00,03:32:38
HB3Nvao0uO6,w2Mw8jL,2019-06-12T00:00:00.000+03:00,04:10:27
HB3Nvao0uO6,biJVOmk,2019-06-12T00:00:00.000+03:00,04:10:27
HB3Nvao0uO6,ShfcNmj,2019-06-12T00:00:00.000+03:00,04:10:27
HB3Nvao0uO6,ejVmdwf,2019-06-12T00:00:00.000+03:00,04:10:27
OMXjUVK2uot,uBBGD8C,2019-06-16T00:00:00.000+03:00,01:51:39
OMXjUVK2uot,Yphjd6K,2019-06-16T00:00:00.000+03:00,01:51:39
OMXjUVK2uot,LxNwoVW,2019-06-16T00:00:00.000+03:00,01:51:39
X7cYrWsMibY,mUjJy9L,2019-06-18T00:00:00.000+03:00,11:07:10
X7cYrWsMibY,Av6QioY,2019-06-18T00:00:00.000+03:00,11:07:10
X7cYrWsMibY,YTU26gg,2019-06-18T00:00:00.000+03:00,11:07:10
X7cYrWsMibY,tvn2Acb,2019-06-18T00:00:00.000+03:00,11:07:10
czQwIHOzm03,4mV8HIU,2019-06-15T00:00:00.000+03:00,10:12:07
czQwIHOzm03,c3vhw7K,2019-06-15T00:00:00.000+03:00,10:12:07
czQwIHOzm03,vTTcWHv,2019-06-15T00:00:00.000+03:00,10:12:07
czQwIHOzm03,Rnlxp3a,2019-06-15T00:00:00.000+03:00,10:12:07
qWytEuoODzH,nAYSgge,2019-06-18T00:00:00.000+03:00,04:58:07
qWytEuoODzH,HbFVDJL,2019-06-18T00:00:00.000+03:00,04:58:07
qWytEuoODzH,QNurD02,2019-06-18T00:00:00.000+03:00,04:58:07
qWytEuoODzH,Z0xYCLT,2019-06-18T00:00:00.000+03:00,04:58:07
zkqGJIveVuo,YpRtjlU,2019-06-10T00:00:00.000+03:00,19:56:43
zkqGJIveVuo,oIMDRvx,2019-06-10T00:00:00.000+03:00,19:56:43
814iPfEdDRq,OWeCDiY,2019-06-16T00:00:00.000+03:00,08:31:18
814iPfEdDRq,1CQHOCE,2019-06-16T00:00:00.000+03:00,08:31:18
HttiH0rqiG4,SWyCB08,2019-06-15T00:00:00.000+03:00,01:40:37
HttiH0rqiG4,1IwiND7,2019-06-15T00:00:00.000+03:00,01:40:37
HttiH0rqiG4,4bE3JEt,2019-06-15T00:00:00.000+03:00,01:40:37
HttiH0rqiG4,pVk6Eqa,2019-06-15T00:00:00.000+03:00,01:40:37
74oBBbuPaSg,xDDzG0C,2019-06-14T00:00:00.000+03:00,01:47:04
74oBBbuPaSg,Whc56OI,2019-06-14T00:00:00.000+03:00,01:47:04
74oBBbuPaSg,qw5GKfL,2019-06-14T00:00:00.000+03:00,01:47:04
74oBBbuPaSg,eLdUPfl,2019-06-14T00:00:00.000+03:00,01:47:04
74oBBbuPaSg,tIAaKBE,2019-06-14T00:00:00.000+03:00,01:47:04
ArbwAO2m4Oa,EcTNyeJ,2019-06-11T00:00:00.000+03:00,00:06:15
ArbwAO2m4Oa,wsGJbeT,2019-06-11T00:00:00.000+03:00,00:06:15
ArbwAO2m4Oa,So6wgkJ,2019-06-11T00:00:00.000+03:00,00:06:15
Za6H30LVAdt,WVNoxBa,2019-06-18T00:00:00.000+03:00,10:22:15
Za6H30LVAdt,t7sebPT,2019-06-18T00:00:00.000+03:00,10:22:15
Za6H30LVAdt,WbNYgFJ,2019-06-18T00:00:00.000+03:00,10:22:15
Za6H30LVAdt,AUOjiwK,2019-06-18T00:00:00.000+03:00,10:22:15
djBVUKLJdaU,rDXVUZp,2019-06-10T00:00:00.000+03:00,19:15:55
djBVUKLJdaU,GKLWj73,2019-06-10T00:00:00.000+03:00,19:15:55
djBVUKLJdaU,XsnY6gd,2019-06-10T00:00:00.000+03:00,19:15:55
djBVUKLJdaU,ZgDAaPO,2019-06-10T00:00:00.000+03:00,19:15:55
djBVUKLJdaU,rcXLPpz,2019-06-10T00:00:00.000+03:00,19:15:55
9eWpr1cPXEE,rV2iYtq,2019-06-11T00:00:00.000+03:00,08:51:20
9eWpr1cPXEE,JFpZT6u,2019-06-11T00:00:00.000+03:00,08:51:20
9eWpr1cPXEE,xVnmMX2,2019-06-11T00:00:00.000+03:00,08:51:20
9eWpr1cPXEE,TORiQYk,2019-06-11T00:00:00.000+03:00,08:51:20
9eWpr1cPXEE,TBLe375,2019-06-11T00:00:00.000+03:00,08:51:20
VRYMEmmYp50,o4ZNqS7,2019-06-16T00:00:00.000+03:00,13:24:04
C323Ed4y8NU,1IVxCNu,2019-06-10T00:00:00.000+03:00,22:56:44
C323Ed4y8NU,f2XCI2T,2019-06-10T00:00:00.000+03:00,22:56:44
S2byDm68oNU,ZFumEYc,2019-06-18T00:00:00.000+03:00,14:11:49
eq7EJ9tSb3v,jyvwfuc,2019-06-12T00:00:00.000+03:00,23:08:16
eq7EJ9tSb3v,hlFHTFU,2019-06-12T00:00:00.000+03:00,23:08:16
eq7EJ9tSb3v,0clO6Uq,2019-06-12T00:00:00.000+03:00,23:08:16
aGYNCmS1qwf,aqZT2UL,2019-06-18T00:00:00.000+03:00,00:51:51
aGYNCmS1qwf,LsHMb2O,2019-06-18T00:00:00.000+03:00,00:51:51
aGYNCmS1qwf,oIWyArO,2019-06-18T00:00:00.000+03:00,00:51:51
aGYNCmS1qwf,VbHWJUf,2019-06-18T00:00:00.000+03:00,00:51:51
aGYNCmS1qwf,BPvfp6b,2019-06-18T00:00:00.000+03:00,00:51:51
0ZrX3rIidUB,tZyQHVb,2019-06-14T00:00:00.000+03:00,12:15:44
0ZrX3rIidUB,ZCbjoqx,2019-06-14T00:00:00.000+03:00,12:15:44
0ZrX3rIidUB,dCFREiX,2019-06-14T00:00:00.000+03:00,12:15:44
HttiH0rqiG4,MMlFGvu,2019-06-10T00:00:00.000+03:00,00:25:33
HttiH0rqiG4,KKERafq,2019-06-10T00:00:00.000+03:00,00:25:33
HttiH0rqiG4,qN24iyB,2019-06-10T00:00:00.000+03:00,00:25:33
Wxro5AaiSSI,kzSWHVm,2019-06-15T00:00:00.000+03:00,07:31:08
bMyqknj909n,a9TJEc9,2019-06-13T00:00:00.000+03:00,06:42:54
eq7EJ9tSb3v,DJMKOFF,2019-06-10T00:00:00.000+03:00,11:47:11
eq7EJ9tSb3v,rKFCK9n,2019-06-10T00:00:00.000+03:00,11:47:11
eq7EJ9tSb3v,Pwv6V4A,2019-06-10T00:00:00.000+03:00,11:47:11
eq7EJ9tSb3v,2zWHs9V,2019-06-10T00:00:00.000+03:00,11:47:11
eq7EJ9tSb3v,WhYmfhn,2019-06-10T00:00:00.000+03:00,11:47:11
oIpXWTYPGOs,npGXngN,2019-06-16T00:00:00.000+03:00,07:46:23
oIpXWTYPGOs,HqIfBgQ,2019-06-16T00:00:00.000+03:00,07:46:23
vliWc3PkkOJ,LJXD8Aq,2019-06-11T00:00:00.000+03:00,18:03:57
vliWc3PkkOJ,fBAIZPF,2019-06-11T00:00:00.000+03:00,18:03:57
YWG6P8N45eQ,FxsrUb6,2019-06-18T00:00:00.000+03:00,10:56:32
YWG6P8N45eQ,xt8pSG2,2019-06-18T00:00:00.000+03:00,10:56:32
YWG6P8N45eQ,CU7OVUo,2019-06-18T00:00:00.000+03:00,10:56:32
0wtOQkEFagA,DeGbDhI,2019-06-10T00:00:00.000+03:00,19:30:38
9eWpr1cPXEE,8x0sB6r,2019-06-17T00:00:00.000+03:00,11:52:42
9eWpr1cPXEE,3oPF8Io,2019-06-17T00:00:00.000+03:00,11:52:42
9eWpr1cPXEE,k6CMozP,2019-06-17T00:00:00.000+03:00,11:52:42
9eWpr1cPXEE,uR1SgIJ,2019-06-17T00:00:00.000+03:00,11:52:42
9eWpr1cPXEE,Zqr7Fh9,2019-06-17T00:00:00.000+03:00,11:52:42
CvBff6D4n0P,nv0Df83,2019-06-16T00:00:00.000+03:00,04:27:48
I5NMzE4LcdQ,EPEWOnV,2019-06-12T00:00:00.000+03:00,09:07:20
I5NMzE4LcdQ,djYJdvi,2019-06-12T00:00:00.000+03:00,09:07:20
I5NMzE4LcdQ,WxbWqxp,2019-06-12T00:00:00.000+03:00,09:07:20
I5NMzE4LcdQ,u3wea9a,2019-06-12T00:00:00.000+03:00,09:07:20
I5NMzE4LcdQ,4w3GH8W,2019-06-12T00:00:00.000+03:00,09:07:20
k01Jbv2jug2,CarEQ5X,2019-06-11T00:00:00.000+03:00,03:46:44
k01Jbv2jug2,zcVeS5z,2019-06-11T00:00:00.000+03:00,03:46:44
AH8to3Rxfka,IqnLbUv,2019-06-14T00:00:00.000+03:00,21:23:40
C323Ed4y8NU,sra6dAs,2019-06-11T00:00:00.000+03:00,00:55:13
C323Ed4y8NU,mtkZ3Ab,2019-06-11T00:00:00.000+03:00,00:55:13
C323Ed4y8NU,R9YHTPk,2019-06-11T00:00:00.000+03:00,00:55:13
C323Ed4y8NU,Ke7lls9,2019-06-11T00:00:00.000+03:00,00:55:13
XhBrfwWdYgU,N9F4zcq,2019-06-16T00:00:00.000+03:00,04:04:39
XhBrfwWdYgU,YLWj5Zh,2019-06-16T00:00:00.000+03:00,04:04:39
XhBrfwWdYgU,rMnsWHk,2019-06-16T00:00:00.000+03:00,04:04:39
XhBrfwWdYgU,mcBCjyq,2019-06-16T00:00:00.000+03:00,04:04:39
XhBrfwWdYgU,jtYNXfw,2019-06-16T00:00:00.000+03:00,04:04:39
soOEM5S7lYr,LVLDAlA,2019-06-18T00:00:00.000+03:00,10:03:49
soOEM5S7lYr,FcCilsk,2019-06-18T00:00:00.000+03:00,10:03:49
1LUtll0EWsV,eaQpbYk,2019-06-16T00:00:00.000+03:00,08:41:37
1LUtll0EWsV,ObT8jsB,2019-06-16T00:00:00.000+03:00,08:41:37
1LUtll0EWsV,Ac7F3bO,2019-06-16T00:00:00.000+03:00,08:41:37
1LUtll0EWsV,QWcIWM5,2019-06-16T00:00:00.000+03:00,08:41:37
1LUtll0EWsV,maRmngD,2019-06-16T00:00:00.000+03:00,08:41:37
ChPjT8d8BRX,yIqNtoF,2019-06-10T00:00:00.000+03:00,05:57:27
ChPjT8d8BRX,ZeDYNj6,2019-06-10T00:00:00.000+03:00,05:57:27
ChPjT8d8BRX,EQ5T52L,2019-06-10T00:00:00.000+03:00,05:57:27
ChPjT8d8BRX,z2mFrlL,2019-06-10T00:00:00.000+03:00,05:57:27
I5NMzE4LcdQ,q3ZB1Kc,2019-06-10T00:00:00.000+03:00,09:08:28
KdVKuoubHtU,jZoJaGz,2019-06-17T00:00:00.000+03:00,05:44:11
KdVKuoubHtU,IVJ4mqW,2019-06-17T00:00:00.000+03:00,05:44:11
KdVKuoubHtU,lwlDmHH,2019-06-17T00:00:00.000+03:00,05:44:11
KdVKuoubHtU,XqF4MF3,2019-06-17T00:00:00.000+03:00,05:44:11
XGo0nQHCZzR,s1nQNYe,2019-06-17T00:00:00.000+03:00,21:09:50
XGo0nQHCZzR,SUy3B4y,2019-06-17T00:00:00.000+03:00,21:09:50
YzfYeIz55BB,aqoKaW0,2019-06-16T00:00:00.000+03:00,11:47:57
YzfYeIz55BB,AtnAPII,2019-06-16T00:00:00.000+03:00,11:47:57
YzfYeIz55BB,fa4wg6L,2019-06-16T00:00:00.000+03:00,11:47:57
YzfYeIz55BB,AkphHhz,2019-06-16T00:00:00.000+03:00,11:47:57
YzfYeIz55BB,tFqQyaK,2019-06-16T00:00:00.000+03:00,11:47:57
5PCmcWte4li,Jjo1R6r,2019-06-17T00:00:00.000+03:00,03:14:43
5PCmcWte4li,VUc8ebJ,2019-06-17T00:00:00.000+03:00,03:14:43
5PCmcWte4li,pmnRTkm,2019-06-17T00:00:00.000+03:00,03:14:43
5PCmcWte4li,gWN1tHl,2019-06-17T00:00:00.000+03:00,03:14:43
VRYMEmmYp50,rMK4OjK,2019-06-17T00:00:00.000+03:00,05:07:50
oQ9FOYI48SY,mdukgRp,2019-06-13T00:00:00.000+03:00,00:25:10
oQ9FOYI48SY,DN7A1jO,2019-06-13T00:00:00.000+03:00,00:25:10
oQ9FOYI48SY,pzcGgTc,2019-06-13T00:00:00.000+03:00,00:25:10
oQ9FOYI48SY,jKBiJo0,2019-06-13T00:00:00.000+03:00,00:25:10
oQ9FOYI48SY,AHo4Ix7,2019-06-13T00:00:00.000+03:00,00:25:10
soOEM5S7lYr,8hFO5cg,2019-06-16T00:00:00.000+03:00,03:26:57
soOEM5S7lYr,kfPda1F,2019-06-16T00:00:00.000+03:00,03:26:57
soOEM5S7lYr,M0IZPeP,2019-06-16T00:00:00.000+03:00,03:26:57
soOEM5S7lYr,2yJqTNP,2019-06-16T00:00:00.000+03:00,03:26:57
2Jof51BvzqX,ABSwiGF,2019-06-15T00:00:00.000+03:00,20:12:05
2Jof51BvzqX,VzmZtyP,2019-06-15T00:00:00.000+03:00,20:12:05
czQwIHOzm03,8sO3gas,2019-06-13T00:00:00.000+03:00,20:12:33
djBVUKLJdaU,cDzXe9L,2019-06-18T00:00:00.000+03:00,13:20:43
djBVUKLJdaU,WzkhO02,2019-06-18T00:00:00.000+03:00,13:20:43
djBVUKLJdaU,zut4Sea,2019-06-18T00:00:00.000+03:00,13:20:43
FYFObaGlK4Q,WTpXdN9,2019-06-10T00:00:00.000+03:00,21:34:06
FYFObaGlK4Q,3g1ZhxZ,2019-06-10T00:00:00.000+03:00,21:34:06
FYFObaGlK4Q,6If0aNI,2019-06-10T00:00:00.000+03:00,21:34:06
FYFObaGlK4Q,40RyrB0,2019-06-10T00:00:00.000+03:00,21:34:06
JHDImbeDmR8,mtPQrSv,2019-06-14T00:00:00.000+03:00,10:11:18
JHDImbeDmR8,1sueeFu,2019-06-14T00:00:00.000+03:00,10:11:18
JHDImbeDmR8,o3e3YxY,2019-06-14T00:00:00.000+03:00,10:11:18
JHDImbeDmR8,OTgEmzf,2019-06-14T00:00:00.000+03:00,10:11:18
JHDImbeDmR8,BDeQEhT,2019-06-14T00:00:00.000+03:00,10:11:18
O9zC9Tx6eJv,z7rLObx,2019-06-10T00:00:00.000+03:00,09:44:03
O9zC9Tx6eJv,T40Zafa,2019-06-10T00:00:00.000+03:00,09:44:03
O9zC9Tx6eJv,At4P3T2,2019-06-10T00:00:00.000+03:00,09:44:03
O9zC9Tx6eJv,DAODIcA,2019-06-10T00:00:00.000+03:00,09:44:03
O9zC9Tx6eJv,ro044tN,2019-06-10T00:00:00.000+03:00,09:44:03
Ph5RppQOrFa,frjRa3e,2019-06-10T00:00:00.000+03:00,01:12:49
Ph5RppQOrFa,rNzlC6y,2019-06-10T00:00:00.000+03:00,01:12:49
nGw2Qqb7Ll8,Fysvduo,2019-06-13T00:00:00.000+03:00,22:01:19
nGw2Qqb7Ll8,POdaY6L,2019-06-13T00:00:00.000+03:00,22:01:19
nGw2Qqb7Ll8,uSd4Bsd,2019-06-13T00:00:00.000+03:00,22:01:19
nGw2Qqb7Ll8,c3YtpEX,2019-06-13T00:00:00.000+03:00,22:01:19
nGw2Qqb7Ll8,1EDhPPu,2019-06-13T00:00:00.000+03:00,22:01:19
cv1iTBJeHKF,8FnBCp1,2019-06-13T00:00:00.000+03:00,11:37:41
cv1iTBJeHKF,syuo8N6,2019-06-13T00:00:00.000+03:00,11:37:41
IHshPfu2MUo,Mc8u5uW,2019-06-12T00:00:00.000+03:00,20:38:38
IHshPfu2MUo,imfh9FG,2019-06-12T00:00:00.000+03:00,20:38:38
IHshPfu2MUo,ly8vaqx,2019-06-12T00:00:00.000+03:00,20:38:38
IHshPfu2MUo,xabGABh,2019-06-12T00:00:00.000+03:00,20:38:38
IHshPfu2MUo,85evIVx,2019-06-12T00:00:00.000+03:00,20:38:38
aGYNCmS1qwf,3XgJtKA,2019-06-11T00:00:00.000+03:00,08:30:06
M3T4nO5g8jm,4PV70FY,2019-06-18T00:00:00.000+03:00,00:51:28
M3T4nO5g8jm,ENkN8x6,2019-06-18T00:00:00.000+03:00,00:51:28
M3T4nO5g8jm,0AdQaI8,2019-06-18T00:00:00.000+03:00,00:51:28
u6GnQ51znX6,uPLJeZY,2019-06-15T00:00:00.000+03:00,06:09:29
u6GnQ51znX6,1k25sql,2019-06-15T00:00:00.000+03:00,06:09:29
u6GnQ51znX6,dao15I6,2019-06-15T00:00:00.000+03:00,06:09:29
u6GnQ51znX6,s9OLc6R,2019-06-15T00:00:00.000+03:00,06:09:29
1LUtll0EWsV,WOzpnp8,2019-06-12T00:00:00.000+03:00,09:36:02
vEfvf9YFExi,YK1Ucwn,2019-06-14T00:00:00.000+03:00,23:54:21
vEfvf9YFExi,MTaBSXi,2019-06-14T00:00:00.000+03:00,23:54:21
vEfvf9YFExi,cAIprU9,2019-06-14T00:00:00.000+03:00,23:54:21
